original,result
0010101101011111,ok
0011110001000101,fail
1111110111010010,fail
0101001000011110,fail
0010101100111011,ok
0101001100011111,ok
1010010111100011,fail
1110110101001000,fail
1111110001010111,ok
1101010110111000,ok
0010111001100100,ok
0101001110011110,fail
1101110101000011,fail
1110111101000110,ok
1100100001111001,ok
0001101001011100,fail
1110100111001111,fail
1111011111010110,fail
1101000001111001,fail
0000111100110100,fail
0100110010111101,fail
0000011011111100,ok
1100010001111110,ok
1010101010111010,fail
1111000001001000,fail
1100000010111101,ok
1011011011110001,fail
1101001110000100,ok
1101000000011010,fail
1100101111110111,ok
1111000001010001,fail
1101000110001000,ok
1111111001010010,fail
1101001000011100,ok
1101110010000001,ok
0001110101011001,fail
0110010100100111,ok
1111101110001110,fail
0000011111000000,fail
1111010011111000,fail
0000000010010000,fail
1111010011110100,ok
0111000101101010,fail
1010001010010000,fail
1100110110000010,ok
0000001001001100,ok
1101010111000001,fail
0101111100100011,fail
1101011010111000,fail
1101010011110000,ok
0100011010110101,fail
0100101110111010,ok
1110111110001000,ok
1110101111111011,fail
1111000111111010,fail
1001001001001000,ok
1101010010000101,fail
1100110111111000,ok
1101001010000011,ok
0000100101001101,ok
1011010111011110,fail
1111100001000011,fail
0110100010010100,fail
1100001110111000,fail
1100100111100010,ok
1011000010011110,ok
1101000011100111,fail
1101111111110110,fail
0111010100101110,fail
0001001110011110,ok
0111111101101000,ok
1000110101110110,fail
0111011111101001,ok
0110111111011101,ok
0010010100010010,ok
1101101001100100,fail
0011110111011011,fail
1100101011111000,fail
0011011101101100,fail
1100111111110110,ok
0011101001101010,fail
0010010010100101,fail
0101000100011011,ok
1000110001001111,fail
0000101100000111,ok
1000010101111010,fail
0011111011001100,fail
0110111100110001,ok
0110101000100011,ok
0110111100100001,fail
0100110001011001,ok
0011000000101001,fail
1100110010011100,fail
1011111101001111,ok
0001101000001100,fail
0110000111010101,fail
1011111001001011,fail
1001100101111111,fail
0001010100000000,fail
0111100101100100,ok
0100110010110101,fail
0111010100101001,fail
1000100001110011,fail
0110010111011001,fail
1001010101001011,ok
1111000110001001,fail
0001010101010000,ok
1111001000101000,ok
1000111010011011,fail
0011110101100001,fail
0100010110110110,fail
0110111100101010,fail
0000001011111110,ok
0110010101100011,fail
0111010001110010,ok
0110001111100100,ok
0110101100100101,fail
1101010010110101,fail
0011000001100001,ok
1011111110011000,fail
0000010111010100,fail
0000111110011100,fail
0111111000110101,fail
0101101011100000,ok
1110000101011000,fail
1010110111001011,ok
0001100000000011,ok
0111111101100111,ok
0001111110100001,fail
0011010000010101,fail
1001010001101011,ok
0111001111011110,ok
1110111111111000,ok
0001000111000010,ok
0110100100111110,fail
0011100000100100,fail
0110100111001000,fail
0001010011111101,ok
0011111111000111,fail
1000111101000110,ok
0100100110111001,ok
1000111000111101,ok
1001010101110010,fail
0111101111100101,fail
0010100011001110,fail
0000111000000110,fail
0110001010101010,fail
0101010110111111,ok
1010011001001101,fail
0110011111000000,ok
1001000010111110,ok
0010110100000111,ok
1001100001101011,fail
1001010101110011,ok
1010101100111101,fail
0111100110111010,fail
1010011100101110,ok
1100110010100110,fail
0010010110100001,ok
1001011101101011,fail
1000101011100000,fail
0011101000010101,fail
0001100010010011,fail
0001111100000111,ok
1101111010000011,ok
0010001101011011,ok
1111000111001110,ok
1110000010000101,ok
0001101101001111,fail
0100010011011011,fail
1111001111110001,ok
0110111101000011,fail
1111100011111001,fail
0100011011010001,ok
0111100001101001,ok
0100011011001101,ok
1000001100101110,ok
0010111110100010,ok
1010001101101100,fail
1001011111100001,fail
0100010100010110,fail
0001000000000011,fail
0010011100001101,fail
1001100001001110,ok
1110001010000001,ok
0001010101001011,ok
1101011111110100,ok
0100111100111101,ok
1110011011101110,ok
0000001111111100,fail
0111001101110000,fail
0000101111111110,ok
0000001010010100,ok
0101101001011110,ok
0110100001101100,fail
0100000011010011,fail
0000101000001000,ok
0000000111110100,ok
1000011001110010,ok
0110110011100101,fail
1111100101011011,fail
1000111010101000,fail
1111010010000111,ok
1110111111111010,ok
1001100101110011,ok
0100101111011000,ok
1000011100111100,ok
0100110011011001,ok
0100110111011010,ok
0101101000010100,fail
0011101010011110,ok
0100111011011011,fail
1011101101111110,fail
0010111010100000,fail
0011001010100100,ok
0011010110100111,ok
1001100111011111,fail
1110110001010011,fail
1110000000110001,fail
0001100101010111,ok
0011100010101010,ok
0011110010101110,fail
1000111001000000,ok
0011010010100101,ok
0100110000011000,ok
1101011110001011,ok
0100110100011001,fail
0100001100001101,ok
1100111101111111,ok
0101110100100000,ok
1111000010010011,fail
1001011101001001,ok
0100101010110001,ok
0110111100100101,fail
0111001101101001,ok
0101000011011100,ok
1001100101001011,ok
1001101001001100,ok
0100110010110001,fail
0101001010110100,ok
0000110010001110,fail
0101100010111010,ok
1000011000101110,fail
1000001000101010,fail
0010000010011101,ok
0110001111010000,ok
0100111111011100,ok
0101000111011110,ok
0101001011011111,ok
0101001111100000,fail
1001010101000010,ok
0101010011100001,ok
0011111110100111,fail
0101101000011011,ok
1001100001000100,ok
1110111010010000,ok
1111001000000100,ok
0100100011100001,fail
0110001000011100,fail
0101111001101101,fail
0111010000101000,ok
0001000010011011,ok
0010000110100001,ok
0000111111010010,fail
0100101010110000,fail
1110101010001010,ok
0110111000100100,fail
0111010000101010,ok
1001101001000110,fail
0110110100100001,fail
0000001010010100,fail
1111001010000010,ok
0101011010110011,ok
0111110100100111,ok
0101110110111010,ok
0000001010000100,fail
0001000010010010,ok
0000111011111001,ok
1000101100101110,fail
1010001101001111,ok
0111001100011111,fail
1101110111100111,fail
1110010111101001,ok
0110010001100000,fail
0101100010110100,ok
1010010001010000,fail
1111011010000010,ok
0101110110110111,fail
0110010010111110,fail
1000011101100111,ok
0110001011011010,ok
1001011000110010,ok
0110101111000101,fail
1010010000111001,ok
0101111010110111,ok
0110000010110110,ok
0110010010111010,ok
1001001000101110,fail
0111001011001000,ok
0100010010100001,ok
0011000010100011,ok
1001110001110011,fail
1000111000100100,ok
1001000100100111,ok
0011001000001101,fail
1011111101110111,ok
1001101100101010,ok
0011100110011101,fail
1010100000110001,ok
0100110010100011,fail
0110001100010111,ok
0100110110100100,fail
0101100100001001,fail
1101010101111100,ok
0101101100001011,fail
1001101000110000,fail
1010110101011001,ok
0111101011001100,fail
1010111101011011,fail
1001010100101001,fail
0100101000010111,ok
0101010111100010,ok
1001111101001010,ok
1010010101010000,ok
0101011111100100,fail
1010110001010101,ok
0101100011100101,ok
1011000101011001,fail
0101100111100110,ok
0101101011100111,fail
1110011110000100,fail
0110100011000011,fail
1010100101001111,ok
1000011000101011,ok
0110110011000010,fail
0110100010111001,ok
1000011000011110,ok
1001010100101101,ok
0010110010010011,fail
1011000001010110,ok
0011110010011100,ok
0100010000000100,ok
0111101011001001,ok
0101100000000111,ok
1001100000101000,fail
0111100111000011,ok
0110011000001101,fail
0101011010011001,ok
0101111000001000,ok
0111101111000100,fail
0101101111101000,ok
0101110011101001,ok
1111111001111111,ok
0101110111101010,fail
0110011110111011,ok
0111001101110011,ok
0100100011010100,ok
1100111100110001,fail
1010111101110100,ok
1001000110101100,fail
1000000100111001,fail
1000101001101100,fail
1010011101111000,fail
0010010010100000,ok
1011011110000110,fail
0011011100010011,fail
1100011110001110,fail
0010011010100001,ok
0011010100001111,ok
0010100110100010,fail
0011000110101010,ok
1011000111101001,ok
0101010000100001,ok
1110100010010100,fail
0010111010100101,ok
0011001100000111,fail
1111101001010111,fail
1100111110001110,fail
0011000010100110,ok
0100010000010100,fail
0100101000011010,fail
0101111000100111,ok
1110001010001100,fail
0101100100011111,ok
0011111110110101,ok
0010010001011111,fail
0001101011010100,fail
1000101001000010,ok
0011010100000110,fail
0011001010100111,ok
0100111100010011,fail
1110000010000100,fail
1101100011110111,fail
0011101001011110,ok
0000011000000001,fail
1110100010001001,ok
1000101101000011,ok
0011001110100111,ok
1100100001111011,ok
0001101101010100,ok
0101010000100001,fail
0100001010110110,fail
0101110000011001,ok
0111010000101100,fail
1000110001000100,ok
1000110101000101,ok
0100001001011111,fail
0011100010101000,ok
0100100100010001,ok
1001000001001000,fail
1010011100000010,ok
1001000101001001,fail
0000010011001010,fail
0110010100100001,fail
1101011000001101,ok
1111100100100001,fail
0000100010111111,ok
1111110000000110,fail
0111111001110000,fail
0010000110011111,ok
0101001100010011,ok
0101100100011000,fail
1100110101111001,ok
0010001101010011,fail
0100010010110000,fail
0101100100010101,ok
0110011100100011,fail
0110100000100100,ok
1111010110001010,fail
1111001111111101,fail
1001010001001100,ok
1001011001001110,ok
0000001010001101,ok
0101100011000001,ok
0100100111010101,ok
0100010100011000,fail
0100101011010110,ok
0011000100001010,ok
1010111001111101,fail
0010100110100110,ok
1001011111011110,fail
1010010111101100,fail
0000011001100000,fail
1111110101010100,fail
0101000100100100,ok
1111101001010111,fail
1100010111001010,ok
0100000100010000,ok
1100010010000011,ok
1011110001110111,fail
1111000001010000,ok
1010010110110100,fail
1011010011000011,ok
1110000100101010,fail
1011001101110011,fail
1011011101110111,ok
1010001011101010,fail
1011111011101110,ok
0010000101100010,fail
1100010010100100,fail
1101110000011000,ok
1110000010001010,fail
1101111011111101,fail
1000101001000000,ok
1001100011011100,ok
1110100001010000,fail
1111110100100101,fail
1111110111011001,ok
0100101101001101,ok
0110110000100110,ok
0110001100011100,fail
0110011100011110,ok
1110100110000010,ok
1111100010010001,ok
1111001111110111,fail
1111010010000101,ok
0100110101011011,fail
0111101000101111,ok
1001001101110100,fail
0111110000110000,ok
1100101011101010,fail
1101100010000010,ok
1110000011000001,fail
1100111011110101,fail
1100110010100101,ok
1110010100011001,fail
0011110101000010,fail
1111001010110101,fail
0110100000100110,ok
0000000110010111,ok
0100100011010110,fail
0000110000001011,ok
0000001110010001,ok
0100100010110011,ok
0101010100010000,fail
1001100111101010,fail
0100101111010111,fail
0100110011011000,ok
1000011000111010,fail
1001101011100011,fail
0010110110100110,fail
1010100101110000,fail
0010111110101000,fail
1011101101111000,ok
1001101110111000,fail
1101101101000010,ok
1110101001010001,fail
1010010110110111,ok
0011010010101101,ok
1101110010001011,fail
0010001101011001,fail
1101101111111110,fail
0011010110101110,ok
1100000111101101,fail
0101011100100010,fail
1101110011110100,fail
1000100000111100,ok
1100110001111110,ok
1100101011001011,ok
1011111011110001,ok
1101001110001000,ok
1010001010011011,fail
1110111111010101,fail
1100111111111011,fail
1101010011110111,ok
0100000001101011,fail
1110101110010010,ok
1111000100000110,ok
1110011110001001,fail
1101010111101101,fail
0100110101101111,fail
0110111001000100,fail
0110100101111011,ok
1000101000111110,ok
0010110110100010,ok
0100001100010110,fail
1100010101111101,ok
0011010010101001,fail
1100010010000001,ok
1011100111110100,ok
1011000111101000,fail
0101000100011101,ok
0011011010101011,ok
1011110001110101,fail
0101010100011111,fail
0011011110101100,ok
0011110010110001,ok
0010111010100001,ok
1100010011110101,ok
0010111001101001,fail
1100110010000010,ok
0000000101001100,ok
1101010011000001,fail
1101110111001001,fail
0001101100111101,ok
1110001011000111,fail
0011110110101011,ok
0100001110110001,fail
1110001110001001,ok
1110000011111100,fail
1101100011110000,fail
0110100000100101,ok
0101010101101011,fail
0100001010101111,ok
0101000010000100,fail
1101000111110001,ok
0011011101100101,fail
1001001101000111,ok
1101101110000010,ok
1110010011111110,ok
0101011101110010,ok
0011111110101011,fail
1101001110000011,fail
1100001011101010,ok
0101111000011111,ok
1010101111100001,ok
1111011010010010,fail
1111110000000110,fail
0110111000100000,ok
0110001111011101,fail
1000110111001111,ok
0001010110011100,ok
0010010100010000,fail
0100111110111011,fail
0100101101011000,ok
0001011111001011,fail
1001010001001000,ok
1001010101001001,ok
0010011101011000,ok
1110001110111100,fail
0010101000111110,fail
0011000100111010,fail
0101001110111101,fail
0001110111001010,ok
1001011001001010,ok
0110001001011100,fail
0011001011001111,ok
1001011101001011,fail
1101010001111000,fail
1110010010000010,ok
1111001110001101,fail
0001011100001101,fail
1000001111110010,ok
1000011000101110,fail
1000000000100111,ok
0000110010001011,ok
0001101010011001,fail
0010011100001101,fail
0001101110011010,fail
0000011111110011,fail
0110111001100111,fail
0001111100000001,fail
0010000100000111,fail
1001101101111010,ok
1001100101001101,fail
0101101011000000,fail
0010000100000001,ok
1001010101110100,fail
0001110110010011,ok
0001010111110111,ok
1010001001001001,fail
1000111100110011,fail
0111001100100011,ok
0000101100000000,ok
1111010011110100,ok
0000010010001100,fail
0000111010001111,ok
1001110101010001,ok
1110101110000011,fail
0101111011000000,ok
0010000110010100,ok
0111110111101011,fail
1001110001111010,ok
0110100011001010,ok
0100110111011001,fail
0100111011011010,ok
0100111111011011,ok
0011010100000111,ok
1010111101111010,fail
1100011110001000,ok
1100001111111011,fail
0100100000011000,fail
0100001100001110,ok
1000001010010000,fail
1011000111100101,ok
0100110000010110,ok
0100011100010000,ok
1110100101000110,ok
1101001111110111,ok
0100110100010011,fail
1100010001110111,fail
1101001110000110,ok
0101000100010101,ok
1100101001111001,ok
1001010000001001,fail
1101100110001000,ok
1111000111000101,fail
1100101111101110,fail
0101011100011011,ok
1110100010001101,fail
0101110000100000,ok
1101011001111101,ok
0100000110110100,fail
1001000001000001,fail
0011011010100101,ok
0100111000010111,ok
0101000000011001,ok
0101001000011011,fail
1110000010001110,ok
1001000110101101,fail
0101001000010100,ok
0101100000011010,ok
1110000111111001,fail
1010110111100001,ok
0000001101010101,ok
0010010001010110,fail
1100111011101001,fail
1101100011110000,ok
1101000101111011,ok
0110000000100000,ok
0110000100011001,ok
0100101010110101,ok
0101100001101011,fail
0011011111011110,ok
1110101111101111,fail
0110001101100101,ok
0111001100101001,fail
0111100000101100,fail
0001100010011111,fail
0100111010111001,fail
0110001100011010,ok
0100101110110000,ok
0110111100100100,fail
1000010000101111,ok
1001001001101110,fail
0101011010111011,ok
0001100000000100,ok
1001101001000100,ok
1000111101110111,ok
1000011101101011,fail
0100000010101011,ok
1000010100101111,ok
1000101011011001,fail
0111101100100011,ok
1000101000110010,ok
1001110111110010,fail
0010110000001010,ok
0100000100011000,fail
0011000010100101,ok
0101101010111111,ok
1000110100110011,ok
0001101010010001,fail
0111101001101001,ok
0101110111000010,ok
0110011001100000,fail
0001001010001100,fail
0010000010011010,fail
0010111000001110,ok
0010011000000010,ok
1000111000110001,fail
1001001100110110,ok
1001110111100110,fail
0110011011000101,fail
0101001100001100,fail
0101000011011100,ok
1001000001000000,ok
0011110010101011,ok
0011100010100110,fail
0101001000011010,fail
1001001001000010,fail
1101000111110110,ok
1111011010001000,fail
1001010001000100,ok
0110001000100001,fail
0101100100010011,fail
0100011110110010,ok
1101101110000000,fail
1100111111110011,ok
0010100011010101,fail
0111000101001001,fail
1101101101111100,fail
0101101111100111,fail
1000010010010011,ok
1111110101111001,fail
1101111111110001,fail
0110110100100110,ok
0000100010011000,ok
1100101111100101,fail
1111011010010001,ok
1101101111110011,fail
0100111010110100,ok
0111111000101111,ok
0001011010010111,fail
1001101001001010,ok
1110001111110011,ok
0001111011011001,fail
0111110000101000,fail
0000100110001100,ok
0101010000101010,fail
0001110110100000,fail
0010110100001100,ok
1010110001111111,ok
0101100010111101,ok
1010010101001001,ok
0110001010111100,fail
0100110000010100,fail
1001101101001011,ok
0101111000010100,ok
0100111010110010,ok
0000110111001011,fail
1111000010001010,fail
0110100100011011,fail
1110011011110001,fail
1111000110000100,fail
1110100111110111,fail
0101001010110110,fail
1001110101001101,ok
1001111101001111,ok
0010110010011100,ok
0011110000010000,fail
1010000101010001,fail
0101100010110110,fail
1111011111110101,ok
1000001000101010,fail
0011100100000101,ok
1001010101100110,fail
1000110011100011,ok
1110001101010111,ok
1010010101010101,ok
1010000100110010,fail
0110010010111100,fail
1000010100100001,ok
1001010000110000,ok
0101001011011110,ok
1110010111110011,ok
1001101001001000,fail
1111001110000111,ok
0111000000100001,ok
1110000111101010,fail
0000010110010100,ok
0101000110110110,fail
0111101100101010,fail
0101001110111000,ok
1000010000101111,fail
0010011110100010,ok
1010011001010100,ok
1010101001011000,ok
1010000100101110,ok
0101001111011111,ok
0110100100011101,fail
0101111000011011,ok
0011000001011010,fail
1110110010001110,ok
1110101010000110,ok
0101110100010011,fail
1110001110000110,ok
0000011111010101,ok
1111001110001101,fail
0110000101110011,fail
0101001110110110,ok
0101011010111001,fail
1000011100100101,fail
0110011011000011,ok
1001110100110111,fail
0010001010010010,fail
0111101101011101,ok
1001010001100100,ok
0110100111000110,fail
0100100110101100,fail
0111001011001001,fail
1010111100111101,ok
0101010011100000,fail
0110000000011011,fail
1101001111110010,fail
0111010000101001,fail
0110110000011111,fail
0111000100011100,ok
1111001111111000,ok
1000010000100111,ok
0111100010110001,fail
1000000100100001,ok
0001010011111010,fail
0011010110011100,fail
1010100001010100,ok
0110111111000101,ok
0101010111100001,fail
0101101100010100,ok
0100110010110011,ok
0111010101110011,fail
0110111111001000,fail
0111001011010010,fail
0101011011100010,ok
1001101001000100,ok
0100111110110100,ok
1001110001000110,ok
1101011010000001,fail
1101101001111101,ok
0000001011001011,fail
1110110100000011,fail
0011000011011011,ok
1111000010001011,ok
0111001100100101,ok
0000100010010011,ok
0100101010101010,fail
0101110110111101,ok
0100011101011010,fail
1010000001101110,fail
0101101110111000,ok
1010010101001111,fail
0111100100100011,ok
0000011000000000,ok
0101100110110011,fail
1110110111110100,ok
0101011001101000,ok
0101101010110100,fail
0001011010011010,fail
0111101100011101,fail
0110010010111110,fail
0011011000001010,fail
1101100010000000,ok
1100110011110011,ok
1001011000101011,fail
0010011010001111,ok
0011110100000101,fail
0101100010110001,fail
1110011011101000,ok
0101110010110101,ok
0100110101100101,ok
0000110100000101,ok
0000111011111000,ok
1001011001110101,ok
0101000111010001,fail
0101101111011001,ok
1000000101101011,fail
0101101011010010,fail
1010011101010001,fail
0110000010111000,ok
1000110000101100,ok
1000000000011110,ok
0110110011000100,fail
0111001011001010,fail
0110100111000000,ok
0011011100001110,ok
1111100101111001,fail
1011010001000001,ok
0111010111001001,fail
0011100010010011,fail
1011001000111101,fail
0011001110011100,fail
0111001111000100,ok
1010101100111000,ok
1010000000101011,ok
0011111110011110,fail
1101111001000010,ok
0111011111001000,ok
0011101110010011,ok
0100001000000111,fail
1011000000110101,ok
1100011111000110,fail
1001101011100011,ok
1101001101111011,ok
1110111011111001,fail
0011011110011100,fail
1011000101011011,fail
0101011111100011,fail
1001110001000101,ok
0101001100001110,fail
1101010010000001,fail
0110100000011101,ok
0100111110110010,fail
0101000010110011,ok
1111011011111000,ok
0110111100011111,ok
0100110101011110,ok
0110111100011011,ok
0111000100011101,ok
0101010110111000,ok
1110111011110000,ok
0110000100010110,ok
1100101011101101,ok
0010110001100001,fail
0010010001010101,ok
1110101010001001,fail
1111100010010000,ok
0100110110101100,fail
1011111011100011,ok
0000001000110101,fail
1010101010101000,fail
1001001010010001,fail
1010101100000111,ok
1101100011001001,ok
0001011001010111,fail
1001101010011010,fail
1110100011010001,fail
1100110111101110,ok
0000111101001001,ok
0101000111111100,fail
1011111101100110,fail
1001100111011001,ok
1100101110111100,ok
1100000010101111,fail
1100111110111110,ok
1101010111110101,ok
0110110100100000,ok
1011111010011011,ok
1000000101110110,ok
1101101101111010,ok
0000111101010011,ok
0110001000010011,ok
1110100010000110,fail
0111100000100010,ok
0101111101100001,fail
1110011011110010,ok
0111010000011100,fail
0100100101011011,ok
1000010000101100,ok
1000010100101001,ok
0000001110001001,ok
0110101100010110,ok
1111011010001001,fail
0111110100100110,ok
0110000010111011,ok
1000000100100001,ok
0010101110011101,fail
0011110000010001,fail
1001001111100000,ok
1101010000111000,ok
1000111100101110,ok
1000110100100100,ok
0010000010010010,ok
0110010111010100,ok
0101110100010111,fail
1011101011100000,fail
1110011110001010,fail
0000010011001100,fail
1010101000111010,ok
1101100101111001,fail
0101100010101101,ok
0111001011000111,ok
1001100011100001,fail
1010110100111011,ok
0101000110100001,ok
1001011000110001,ok
0000100010000001,fail
0000110111000000,ok
0011000110010101,fail
1001100101101101,ok
0011000010011011,fail
0011101000001001,fail
0011111010100010,fail
1011010001011101,fail
0111011000001110,fail
0101100011100100,fail
1010100101010001,fail
1000111000100000,ok
0011000010010011,fail
0101011110101010,ok
1101011111101001,ok
0101100111100101,fail
1010001001001001,fail
1010100001001111,ok
0101101011100110,ok
1010110101010011,ok
0101101111100111,fail
0000101011011000,fail
1110010101111101,ok
0110100100011000,ok
1110111111111001,fail
0110101000010110,fail
0010110101010101,ok
0110101100010110,ok
1111010010001001,ok
0011100111011001,fail
1101100100001110,fail
1000001000100111,fail
0001110110011010,fail
0101110010110111,fail
0111100000011100,fail
0011101001010100,ok
0000001011000111,fail
0100110101011011,ok
0001110011001110,ok
0000100010001111,fail
0110110001100100,ok
0000110100000011,fail
0110000010111011,fail
1001100101101101,ok
1000111100101111,fail
1111000010000100,fail
1001000000110000,ok
0010000011111001,ok
0010111000001000,ok
1010000101101111,fail
0011010010100011,ok
0100110000010110,fail
0110001010111101,ok
1000010100100011,ok
0000110110000111,fail
0100100111011000,fail
1001010101001100,fail
0001110010010110,ok
0101101011001101,ok
0001010010001010,fail
0001110011111100,fail
0010010100000101,fail
1100001001010110,ok
1001110101111000,fail
0110111010101001,fail
1101011001001111,fail
1001001100110001,ok
0011110010100110,fail
0100101000001101,fail
1100101010000000,ok
1110000000000011,fail
0110011111000010,fail
0001110010001100,fail
0011000000000010,ok
1001110100110110,ok
1010011101001100,ok
1010100001001101,ok
1111011010001100,ok
0111001000011011,ok
0111001100011100,fail
0111101000011111,ok
0111000001100100,fail
0110001110111010,ok
0110011010111101,fail
0010111011000100,fail
0001001011111001,fail
1001011100110001,fail
0010001010010100,ok
1001100101101011,ok
1001010100101001,ok
0010110110010111,ok
0011100000001011,ok
0011100100001101,fail
1000000100100000,ok
1111111011110111,fail
0110101001101011,ok
0001010110010011,fail
0001101110011001,fail
1001010000101010,ok
1001001100100110,ok
0110001011010111,fail
0101111111011000,fail
0010110110011001,fail
0011011110010111,fail
0001100111110001,ok
1010001100101011,fail
0100001010011110,ok
1010010000101011,fail
0111101011000111,fail
0101001000000010,fail
1101101101110111,fail
1011010100111011,ok
0011001011110111,ok
1010101100101111,ok
0011111110010011,ok
0100111010100010,fail
0101010000001100,fail
1011001100110111,ok
1011111101000011,ok
1011010101011010,ok
1000000101101001,fail
0010101010010011,ok
0010101010001110,fail
0010010011110110,fail
1000110101101001,ok
1001110100101100,ok
0110010011001001,ok
1010010100111111,fail
1010101001110110,ok
0010010110001110,ok
0101000111001101,ok
0010011100000010,ok
0011010010011001,ok
0100000100001101,fail
1011010101110010,fail
1101001101000110,ok
0010011110000101,fail
1001101111100101,ok
0100111110100110,fail
0100000100000000,ok
0011110010011011,ok
1100010110000001,fail
0011110110010100,ok
0100010100001000,ok
1011011001101110,ok
0100010110011001,ok
0101001000001101,fail
1010110100110100,fail
0101010000001101,fail
0101010110100111,fail
0100111110011010,fail
0101011110011111,ok
1101001101110111,fail
1110100010000101,ok
0101011110011110,fail
0110000010100111,ok
0101101101011101,fail
0000001011110100,ok
0101101101011001,fail
0110101001101000,ok
1101011001110000,fail
0100111010100101,ok
1010010100101100,fail
0111101011000001,fail
0100000100001010,fail
1011111001111101,ok
0010101111110100,ok
0011101000000100,ok
0100000010011010,fail
0100111000001110,fail
1011010100111011,fail
1110011101111010,fail
1010011000101010,fail
0010101011110011,fail
1110110101111001,ok
0101100110011011,ok
1011110100110011,ok
0110010010100110,ok
0111111100010011,ok
1000010010110110,ok
0101110011101000,ok
1010011101001011,fail
0000100010010100,fail
0100010000010110,ok
0011010010110011,fail
1110100111110010,fail
0101000001100110,fail
0000001111110011,fail
0101101011001100,ok
1100010101010000,fail
1000100111000011,fail
0001100110010110,ok
0110100111010100,ok
1100010101001010,fail
0100000111000101,ok
0111100100111000,ok
0010010110101011,fail
1001111000101010,ok
0011110010011101,fail
1000101101000011,ok
1100110101010011,fail
1100011000111001,ok
0000101000001100,ok
0111010101000011,ok
0110001111001011,fail
1010001000111111,fail
0111101010101110,fail
0010101010010100,fail
0010100101100000,fail
0010010110010001,ok
1000110101100101,fail
1100011011011110,ok
1111000111111011,fail
0111000001000100,fail
0100101100101010,fail
0101110110110100,ok
0110000010110111,ok
0000100011110110,fail
1000101100101011,fail
0111010100011101,ok
1111011110000101,fail
0101010101101011,ok
1010101001001110,fail
0000101010001101,fail
0101010001010111,fail
0011001111001100,fail
0011010000110100,ok
1110111000011010,fail
1000001000100100,ok
0001011100000101,ok
0101000011001110,fail
1010011001000100,fail
1010111101001100,fail
0110111110111111,ok
1000111101111000,fail
1110111111101000,ok
0111010111000110,ok
0111101101011100,ok
1010000100101100,ok
0011001010010000,fail
0100000110011111,ok
1010111100111010,ok
1011010001110001,ok
1011001001010110,ok
0111010011011001,ok
0100010000010001,ok
0011101110011011,ok
0100010110100001,fail
1011001101010111,ok
0010001110010110,fail
1100001001001100,ok
1011100000111111,ok
0110001100001100,ok
0101001110100100,fail
1100100101110000,fail
1010010100110001,ok
0011100110010011,ok
0101001111111101,ok
1100011001111100,fail
1111100111001011,fail
0011110101100110,ok
0001011111011001,fail
1111011001010001,ok
1100100000011111,ok
1011101111000100,fail
1100001101101001,ok
1101000101110111,ok
1011110011101010,ok
1101001001111000,fail
0110010110101111,fail
1000010000100000,ok
1111001111101001,fail
0110110101101011,fail
0110010101011111,ok
0001100010010011,fail
0111011100010010,ok
1110110101110110,fail
0101010100000100,fail
1011011101011011,ok
0111100011000000,ok
0100110010100110,ok
0111100111000001,ok
0000111111101011,fail
0110111001011111,fail
0011111100000001,ok
1010001000101000,ok
0100000000000110,ok
1011100101111001,fail
0101000100010100,fail
1000010001011101,ok
0100001111111101,fail
1000101000100001,fail
0000010110000000,fail
1110100111100100,ok
0101011001011010,fail
0110010110101100,fail
0001110010000101,ok
0101011001001111,fail
0010110111000100,fail
1100101000010010,fail
0111000110110000,fail
1001010100100100,fail
0000100101111111,ok
1000110100010111,fail
0010101110010011,fail
0011001000000111,fail
1010001000101100,ok
0111101011000001,ok
0101011100001010,fail
1001101011010011,ok
1001011011001110,fail
0011001001011011,ok
0110101110101101,ok
1111111011111010,ok
0111010010011111,ok
1010010011010011,fail
1000101010101101,fail
0101110111101001,ok
0101111011101010,ok
0110011110111100,ok
0000011010001000,ok
0000110111111001,fail
1000111000101010,fail
1001110000101111,ok
0111010011000001,fail
1011000101101110,ok
1001111100101010,ok
1010011001110101,fail
1011010100111011,ok
0011110010010100,ok
1001010001011110,fail
1010001101101101,ok
0111101011010011,fail
0000011010111011,fail
1011011000110001,fail
0011010110011110,ok
1010101001100111,ok
0011110010011000,ok
0100100000001100,ok
1101110110000010,ok
1111011010001010,ok
0000101111111001,fail
0001111110001111,ok
0111101010111110,ok
0100100111000111,ok
0011001010101001,ok
1101001001110100,ok
0001010010001011,fail
0110011010101001,fail
1101101011101101,ok
1100110111011110,fail
1011110101110010,ok
1011001000101010,ok
1100000001100000,fail
0111011110100111,fail
0010111101001010,fail
1001001000011011,ok
0111010001110100,fail
0100101011010101,ok
1000001000111000,fail
0011000100001010,ok
1010111001111101,fail
1010111101111110,fail
1010000111110001,fail
0010111010101011,fail
1010111101110110,ok
1011000011101101,ok
1000011100111101,ok
1010010001101110,fail
0011100010110000,ok
0100100100010011,fail
0011010110101011,fail
1101111010000110,fail
0011001010100110,ok
0100011100010101,ok
0100110000011010,fail
1100111110000000,ok
0011010010100111,fail
1101010010001010,ok
0001100101010100,fail
0100111100011011,ok
0011101010101101,ok
1100010001110111,fail
1100001111101100,ok
0101101100100001,ok
0011101110101110,fail
0101001100011001,ok
0101011000010101,fail
1000111001000100,ok
0011111010101111,ok
0110000100100011,ok
0100110101011001,ok
1001000001000110,ok
0011110010101011,fail
0101101100011111,ok
1001001001001000,ok
