original,result,corrected
01011100001101110111101110101011101110011101000111001001111001,fail,01011100001101110111101110101011101110011101000111001001111001
010111010011011101111011101010111011100111010001110011,ok,
000011010011011101111011101010111011100111010001111001,ok,
000111010011011001111011101010101100000110110001100101,ok,
10001100001101110111101110101011110000011011000110010101100100,fail,10001100001101110111101110101011110000011011000110010101100100
00011100001101110111101110101011110000011011000110010101110011,fail,00011100001101110111101110101011110000011011000110010101110011
110111010011011101111011101010111100000110111101101110,ok,
11011100001101100111101110101010110000011011110110111001110011,ok,
01011100001101110111101110101011110010011000010110011101100101,fail,01011100001101110111101110101011110010011000010110011101100101
10011101001101100111101110101011110010011010010110010101110010,fail,10011101001101100111101110101111110010011000010110011101110010
110111000011011001111011101010101100100111001101100101,fail,110111000011011001111011101010101100100111001101100101
11011101001101110111101110101011110010011100110110010101110011,ok,
1100110100110110011110111010101111001001110100,fail,1100110100110110011110111010101111001001110100
11001100001101110111101110101010110010011101000110010101110011011111001,ok,
110011010011011101111011101010101100100111010001110011,fail,111011010010010101111011101010101100100111010001110011
00001101001101100111101110110011100101,ok,
0101110100110110011110111011001110010101110010,fail,0101110100110110011110111011001110010101110010
01011100001101100111101110110011100101011100100110000101100111001100101,ok,
00001100001101110111101110110010100101011100100110010101100100,ok,
01011100001101110111101110110010100101011100100110100101101110011100111,ok,
010111010011011101111011101100101001010111001001110011,ok,
10001101001101100111101110111,ok,
100011000011011001111011101110111000100110111101111001,fail,101011000011011001110111101110111000100110111101111001
10001101001101100111101111000,ok,
000111000011011110000,ok,
00011100001101101000001110101,ok,
000011000011011010010,ok,
0101110000110110100100110000101010001101101011,fail,0101110000110110100100110000101010001101101011
100111010011011010010011000010101001000110110001100101,ok,
0100110100110110100100110000101110011001110100,fail,0100110100110110100100110000101110011001110100
010011010011011110010011000010101001100111010001110011,ok,
1101110000110110100100110000101010100101100111,fail,1001110000110110100100110000101111100101100111
01011101001101101001001100001010110000,ok,
0101110000110110100100110000101111000001110011,ok,
1101110000110110100100110000101111001101101000,ok,
00011101001101101001001100001011110111011001100110111101110010011100100,fail,00011111001101100001001100001011110111011000100110111101100010011100100
0101110000110110100100110000101111101001111001,ok,
1000110100110111100100110010101110000101101101,ok,
100111000011011110010011001010101000010111010001100101,fail,100111000011011110010011001010101000010111010001100101
00001101001101101001001100101011100001011101000110010101100100,fail,00001101001101101001001100101011100001011101000110010101100100
10011101001101101001001100101011100001011101000110010101110011,ok,
01011101001101101001001100101011100001011101000110100101101110011100111,fail,01011101001101101001001100101011100001011101000110100101101110011100111
11001100001101111001001100101010100001011101000110100101101111011101110,ok,
0100110100110111100100110010101010000101110100011010010110111100110111001110011,ok,
10001101001101101001001100101011100001011101000110100101110110001100101,fail,10001101001101101001001100101011100001011101000110100101110110001100101
010111010011011110010011001010111000010111010001101001011101100111010010111010001111001,ok,
10011100001101111001001100101010100001011101000110111101110010,ok,
00001100001101101001001100101011100001011101000111010101110010001100101,ok,
1000110100110110100100110010101110000101110100011101010111001001110010101110011,ok,
000011000011011110010011001010101001000110100101110100,ok,
00001101001101101001001100101011100100011010010111010001110011,fail,00001101001101101001011100101011000100011010010111010011110011
0001110100110111100100110010101010010101101011,ok,
1000110000110111100100110010101011001101110100,ok,
01001100001101111001001100101011110111,fail,01001100001101111001001100101011110111
00001101001101111001001101001010100011011010110110010101110100,ok,
0001110000110111100100110100101010110101100101,ok,
000111000011011010010011010010111011010110010101110011,ok,
10011101001101111001001101001010101101011010010110111001100001001101100,fail,10011101001101111001001101001010101101011010010110111001100001001101100
110011000011011010010011010010111100110110100101110011,ok,
10011100001101111001001101001011110100011001010111001001101001011100001,fail,10011100001101111001001101001011110100011001010111001001101001011100001
0101110100110111100100110100101111010001100101011100100110100101110111101101110,ok,
11001101001101101001001101001010110100011010010110001101100001001101100,fail,11001101001101101001000101001010110100001010010110001101100001101101100
0101110100110111100100110100101111010001101001011000110110100100111001101101101,ok,
01011101001101101001001101001010110100011010010110001101110011,ok,
11001100001101111001001101101,ok,
11001101001101101001001101111011100001011101000110100101100001,fail,11001100001101101000001101111011100001011101010111100101100001
11001100001101111001001101111010110000,ok,
1100110100110111100100110111101111000001110011,ok,
0000110100110111100100110111101111001101110011,ok,
00001100001101101001001101111010110011011100110110100101101110011100111,ok,
1000110000110111100100110111101111001101110011011101110110111101111001001100100,fail,1000110000110111100100110111101111001101110011011101110110111101111001001100100
1000110100110111100100110111101011011101100100,ok,
1101110100110111100100110111101011011101101110,ok,
00001101001101111001001110101010100011011010010110000101101100,fail,00001101001101111001001110101010100011011010010110000101101100
1000110100110110100100111010101010010001100101,fail,1000110100110110100100111010101010010001100101
000011000011011010010011101010101010010111001101100101,ok,
00001101001101111001001110101011101001011100110110010101110011,fail,00001101001101111001001110101011101001011100110110010101110011
01001101001101101001001110101010111010,ok,
10001100001101111001001111001,ok,
00001101001101111001001111001011110011011101000110000101101100,ok,
100111000011011110011,ok,
01001100001101101001101110011,ok,
00001101001101111001101110100,ok,
110111000011011010100,ok,
010011000011011110101,ok,
10001101001101111010101100010010100001,ok,
10011101001101111010101100010011100101,ok,
0000110100110111101010110001001110100101100011,ok,
10001100001101111010101101001011110011011010010110111001100101,ok,
00011100001101101010101101100011110100,ok,
01011100001101111010101101100011110100011101010111001001100001001101100,ok,
00001101001101101010101101100010110100011101010111001001100101,fail,00001101001101101010101101100010110100011101010111001001100101
10001101001101101010101101100010110100011101010111001001100101011110011,ok,
10001100001101101010101101101,ok,
01011100001101111010101101101011110011011010000110111101110100,fail,01011100001101111010101101101011110011011010000110111101110100
11011100001101111010101101101011110011011010000110111101110100011110011,ok,
110011000011011010101011011010111101010110110001100001011101000111010010111011001100101,ok,
00001101001101111010101101110011110100,ok,
00011100001101101010101110000,fail,00011100001101101010101110000
11001101001101111010101110000010110011,ok,
00011100001101101010101110010011100101,fail,00011100001101101010101110010011100101
11011101001101101010101110010011101001011011110111010101110011,fail,11011101001101101010101110010011101001011011110111010101110011
110011000011011010101011100100101100100110010101101110011000110111010010110010101110011,ok,
00001100001101111010101110010010110010011001010110111001100011011111001,ok,
01011100001101111010101110010010110010011001010110111001110100,fail,01011100001101111010101110010010110010011001010110111001110100
1101110100110111101010111001001011001001100101011011100111010001110110001111001,ok,
110011000011011010101011100100101100100110100101100011011101010011011000111010101101101,ok,
000111000011011010101011100100101100110110111101110010,fail,000111000011011010101011100100101100110110111101110010
000111000011011110101011100100101101000110100101110011,ok,
0101110000110110101010111001001011011001100101,ok,
010111000011011110101011100100111101100110010101110011,ok,
11001100001101111010101110011011110100011011110110010001111001,ok,
000011010011011010101011100110101101000110111101101101,ok,
10011101001101101010101110011010110100011011110110110101100101001110010,fail,10011101001101101010101110011010110100011011110110110101100101001110010
0001110000110110101010111001101011010001101111011011010110010101111001001110011,ok,
0001110100110110101010111001101011010001101111011011010110100101111001101100101,fail,0001110100110110101010111001101011010001101111011011010110100101111001101100101
1101110100110110101010111001101011010001101111011011010110100101111101001100101,ok,
100011010011011110101011100110101101000110111101101101011010010011110100110010101100100,fail,100011010011011110101011100110101101000110111101101101011010010011110100110010101100100
00001100001101111010101110011011110100011011110110110101110011,ok,
11011101001101111010101110100,ok,
11001100001101101010101110100011100101,ok,
00001100001101101010101110100010110011,fail,00001100001101101010101110100010110011
01011101001101101010101110100011110100011010010110111001100111,ok,
110011000011011110110,ok,
00011100001101101011001110011,ok,
010111000011011010111,fail,010111000011011010111
0100110100110111110010110001001110010101110010,fail,0100110100110111110010110001001110010101110010
1101110000110110110010110001101110110001100101,ok,
110111000011011111001011000110101011000110010101110011,fail,110111000011011111001011000110101011000110010101110011
10011101001101101100101100011011101100011010010110111001100111,ok,
10011101001101111100101101100011101001011011100110010001100101001110010,fail,10011101001101111100100101100011101001011001100110010001100001001110010
100111000011011011001011100000111100100111010101110011,ok,
010011000011011111010,fail,010011000011011111010
0001110100110110110100110010101010001101101000,fail,0001110100110110110100110010101010001101101000
100011010100,ok,
100111010100011100001,fail,100111010100011100001
10001101010001100000101100100,ok,
1001110101000111000010110010001110010001111001,ok,
0100110001000110000010110100101010110001111001,ok,
0100110001000110000010110100101011001001111001,fail,0100110001000110000010110100101011001001111001
0001110001000110000010110100101111001101111001,ok,
110011000100011000001011010110101011110111010001100001,ok,
11011101010001100000101101100011100101,ok,
100111000100011100001011011000111011000110000101110011,fail,100111000100011100001011011000111011000110000101110011
01011101010001100000101101101,fail,01011101010001100000101101101
110011010100011100001011011010111000010110011101100101,ok,
01011100010001100000101101101010100001011001110110010101100100,ok,
11001100010001100000101101101010100001011001110110010101110011,fail,11001100010001100000101101101010100001011001110110010101110011
01001100010001110000101101101011100101,fail,01001100010001110000101101101011100101
01001100010001110000101101101010101110,ok,
11011101010001100000101101110,ok,
11011100010001110000101101110010100001,ok,
1000110001000111000010110111001110001101100101,ok,
11001101010001110000101101110011100011011010010110111001100111,ok,
110011000100011100001011011100101001110110010101110010,ok,
1001110101000111000010110111001010011101100101011100100110111100111010101110011,fail,1001110101000111000010110111001010011101100101011100100110111100111010101110011
100011000100011100001011011100111010010110010101101100,fail,100011000100011100001011011100111010010110010101101100
010111010100011000001011011100111010010111001101101000,ok,
1001110101000111000010110111001110111001111001,fail,1001110101000111000010110111001110111001111001
00001100010001110000101101110010110011,ok,
11001101010001100000101110010011100101,ok,
10001101010001100000101110010010101011,fail,10001101010001100000101110010010101011
00001101010001110000101110010010101011011011100110010101110011011110011,ok,
110011010100011100001011100100101101110110100101101110,fail,110011010100011100001011100100101101110110100101101110
01001101010001100000101110011,ok,
11011100010001110000101110011010101000,ok,
00001100010001110000101110100,ok,
00001101010001100000101110100010100001,fail,00001101010001100000101110100010100001
01001101010001100000101110100011100001011000100110000101110011001100101,ok,
1100110001000110000010111010001110000101100010011000010111001101110010101110011,fail,1100110001000110000010111010001110000101100010011000010111001101110010101110011
00011101010001100000101110100011100101,ok,
1000110001000110000010111010001010010101100100,ok,
0001110001000110000010111010001010010101110011,ok,
010111000100011100001011101000111010010110111001100111,fail,010111000100011100001011101000111010010110111001100111
00011101010001110000101110101011100111011010000111010001100101001110010,fail,00010111010001110000101110101011100111010000000111010001100101001110010
1001110001000111000010111010101110011101101000011101000110010101111001001110011,ok,
00001100010001110000101110110011100101,ok,
0100110101000111000010111011001010100101100100,ok,
11001101010001100000101110110011101001011001000111001101101111011101110,fail,11001101010001100000101110110011101001011001000111001101101111011101110
1101110101000111000010111011001010100101110011,fail,1101110101100111100010111111001010100101110011
10011101010001100000101110111010101110,ok,
00011101010001100000101111001,ok,
11001100010001110000101111001010110011,ok,
010011000100011000001011110010101101000110111101101110,ok,
000111010100011100010,fail,000111010100011100010
100011010100011000011,ok,
110011010100011100100,ok,
10001100010001110010001110010,ok,
010111010100011000101,ok,
01011100010001100010101100001010100100,fail,01011100010001100010101100001010100100
01011101010001110010101100001011100100011011000110100101101110001100101,fail,01011101010001110010101100001011100100011011000110100101101110001100101
010111000100011100101011000010111001000110110001111001,ok,
11001100010001100010101100001011100110,ok,
10011100010001100010101100001011101100,ok,
000011000100011000101011000010111011000110010101110010,ok,
00001101010001110010101100001010101100011001010111001001110011,ok,
00011101010001100010101100001011101100011010010110111001100111,ok,
1001110101000110001010110000101010110001110011,fail,1001110101000110001010110000101010110001110011
0100110001000110001010110000101110110001110100,ok,
11011101010001110010101100001010101100011101000110100101101101001100101,ok,
00001100010001100010101100001010101110,ok,
10011100010001100010101100001011110010,ok,
0101110101000110001010110000101011010001101000,ok,
010111010100011100101011000010111101000110100001110011,fail,010111010100011100101011000010111101000110100001110011
100011000100011000101011000100101000010111010001100101,fail,1000110001000110001010110000001010001101110100011001010
010011010100011100101011000100111010010110000101101110,ok,
00011101010001100010101100010011101111011100100110000101101000,ok,
10011100010001100010101100010011110100,ok,
1001110101000110001010110001001111010101100111,ok,
0001110001000110001010110001001011010101110100,ok,
00001100010001100010101100011,fail,00001100010001100010101100011
010111000100011100101011000110111000010110010001100101,fail,010111000100011100101011000110111000010110010001100101
01011101010001100010101100011010100001011001000110010101110011,fail,01011101010001100010101100011010100001011001000110010101110011
10011100010001100010101100011011100101011011010110001001100101001110010,fail,10011100010001100010101100011011100101011011010110001001100101001110010
000011000100011100101011000110101001010110111001110100,fail,000111000100010100001010000110101001010110111001110100
100111000100011100101011000110101010010110010001100101,ok,
00001101010001100010101100011011101001011001000110010101100100,fail,00001101010001100010101100011011101001011001000110010101100100
01001100010001100010101100011011101001011011010110000101101100,ok,
01011100010001110010101100011010101001011100110110100101101111011101110,ok,
1101110101000111001010110001101010100101110011011010010110111100110111001110011,fail,1101110101000111001010110001101010100101110011011010010110111100110111001110011
01011101010001110010101100011010101011,ok,
10011100010001110010101100011011101100011000010111001001100001011110100011010010110111101101110,fail,10011100010001110010101100011011101100011000010111001001100001011110100011010010110111101101110
11001100010001110010101100011010101100011000010111001001100101,fail,11001100010001110010101100011010101100011000010111001001100101
10011100010001110010101100011010101100011000010111001001100101011100100,fail,10011100010001110010101100011010101100011000010111001001100101011100100
10011101010001100010101100011010101100011010010110111001100101,ok,
11001101010001100010101100011010101100011010010110111001100101011100100,fail,110011010100011000101011000110101011000110100101101100011001010111001100
0001110101000111001010110001101110111101110010,ok,
110111000100011100101011000110101011110111001001100001011101000011010010110111001100111,ok,
010111000100011000101011000110101011110111001001100001011101000111010010111011001100101,fail,010111000100011000101011000110101011110111001001100001011101000111010010111011001100101
00011100010001110010101100011011110010011001010110000101110011001100101,ok,
0100110101000111001010110001101111001001100101011000010111001101110010101100100,ok,
0001110101000111001010110010001010100101100011011000010111010001110010101100100,fail,0001110101000111001010110010001010100101100011011000010111010001110010101100100
11011100010001100010101100101,ok,
010111010100011000101011001010111011010110010101100100,ok,
11001101010001110010101100101010110000,ok,
010111010100011100101011001010101100000110010101110010,ok,
110011010100011000101011001010111100000110110001111001,ok,
01011101010001110010101100101011110010,ok,
01011100010001100010101100110,ok,
01011100010001110010101100110011100001011101010110110001110100,fail,01011100010001110010101100110011100001011101010110110001110100
010011000100011100101011001100101001010110000101110100,ok,
11011100010001100010101100110010100101011000110111010001110011,ok,
00001100010001110010101100110010100101011011100110001101100101,ok,
000111000100011000101011001100111001010110111001100100,ok,
0100110101000111001010110011001010010101101110011001000110000101110111001110100,fail,0100110101000111001010110011001010010101101110011001000110000101110111001110100
01001100010001100010101100110011100101011011100111001101100101,ok,
1101110001000110001010110011001110010101101110011100110110100101111011001100101,fail,1101110001000110001010110011001110010101101110011100110110100101111011001100101
11011101010001110010101100110011100101011100100111001001100101011100100,ok,
00011101010001110010101100110011101001011000110110100101110100,ok,
100111000100011100101011001100101010010110111001100101,ok,
00001101010001100010101100110011101001011011100110010101100100,ok,
10011101010001100010101100110011101001011011100110010101110011,fail,10111101010001100010101100110011101001011011100110000111110011
01011101010001100010101100110011101001011011100110100101101110011100111,fail,01011101010001100010101100110011011001001001100110100101101110011100111
100111000100011000101011001100101010010110111001101001011101000111001010110110001111001,ok,
010011000100011000101011001100101010010110111001101001011101000111010010110111101101110,fail,0100110001000110001110111011001010100101100110011010010111010001110100101101111011010100
11001101010001110010101100110010101001011011100110100101110100001101001011011110110111001110011,fail,11001101010001110010101100110010101001011011100110100101110100001101001011011110110111001110011
010011000100011000101011001110111100100110010101100101,ok,
01001101010001110010101100111010110010011001010110010101110011,fail,01000101010001110010101100111010110010001001110110010101110011
00001100010001100010101101100,fail,00001100010001100010101101100
00011101010001100010101101100011100001011101110110000101110010001100101,fail,00011101010001100010101101100011100001011101110110000101110010001100101
0101110001000111001010110110001110000101111001,fail,0101110001000111001010110110001110000101111001
00001101010001100010101101100010100001011110010110010101100100,fail,00001101010001100010101101100010100001011110010110010101100100
010111000100011000101011011000101000010111100101110011,ok,
100111000100011100101011011000111001010110011101100001011101000111010010110111101101110,fail,100111000100011100101011011000111001010110011101100001011101000111010010110111101101110
000011010100011100101011011000111001010111010001100101,ok,
10011100010001100010101101100010100101011101000110010101100100,ok,
1000110101000111001010110110001010100001101001,ok,
1100110001000111001010110110001110100101100011011010010110111100111010101110011,ok,
00001100010001100010101101100011101001011001110110100001110100,fail,00001100010001100010101101100011101001011001110110100001110100
00011100010001110010101101100010101001011101100110010101110010,ok,
1100110101000111001010110110001010100101110110011001010111001001110010101100100,fail,1100110101000111001010110110001010100101110110011001010111001001110010101100100
110111010100011000101011011000101010010111011001100101011100100011010010110111001100111,ok,
10011100010001110010101101100010101001011101100110010101110010011110011,ok,
11011100010001110010101101100010101001011101100110010101110010011111001,fail,11011100010001110010101101100010101001011101100110010101110010011111001
10001101010001110010101101100011101100,ok,
1101110001000111001010110110001011010001100001,ok,
100111010100011100101011011000101101010111100001100101,ok,
10011101010001110010101101101,ok,
110011010100011100101011011010101000010110111001100100,fail,110011010100011100101011011010101000010110111001100100
0001110001000111001010110110101010000101101110011001000110100100110111001100111,fail,00011100010001110010101101101010101001011011100110010001101001001111110011001110
11001100010001100010101101101011100001011011100110010001110011,ok,
11011100010001100010101101101011101111,ok,
1001110001000111001010110110101010111101100011011100100110000101110001101111001,fail,10011100010001110010101101101010101111001000110111001001100001011100010011110010
10001101010001110010101101101010101111011000110111001001100001001110100,fail,10001101010001110010101101101010101111011000110111001001100001001110100
110011010100011100101011011010101011110110001101110010011000010011101000110100101100011,fail,110011010100011100101001010010111011110110011101110010011000010011101000110100101100011
0000110001000111001010110110101010111101100011011100100110000101111010001110011,fail,0000110001000111001010110110101010111101100011011100100110000101111010001110011
10011101010001110010101101101011101111011001110111001001100001001110000011010000110100101100011,ok,
10011100010001110010101101101011101111011011100111001101110100011110010011000010111010001100101,fail,10011100010001110011101101101011101111011011100111001101110100011010010011000010111011001100101
1100110001000111001010110110101010111101101110011100110111010000111001001100001011101000110010101100100,ok,
0001110001000111001010110110101010111101101110011100110111010000111001001100001011101000110010101110011,fail,0001110001000111001010110110101010111101101110011100110111010000111001001100001011101000110010101110011
110011010100011100101011011010101011110110111001110011011101000011100100110000101110100011010010110111101101110,ok,
00011101010001110010101101110,fail,00011101010001110010101101110
010111010100011000101011011100101010010110000101101100,fail,010111010100011000101011011100101010010110000101101100
100011000100011100101011011100101010010110010101100100,ok,
11001100010001110010101101110010101101011000010111001001101011,ok,
000111000100011100101011011100111011100110100101110011,ok,
0000110001000110001010110111001011001101100101,fail,0000110001000110001010110111001011001101100101
01011101010001110010101101110011110011011010010111010001111001,ok,
100111010100011000101011011100101101000110000101101100,fail,100111010100001000101111011100101101000110010101101000
01011100010001110010101101110010110100011010010111001101110100011110011,fail,01011100010001110010101101110010110100011010010111001101110100011110011
000111000100011000101011011100101101100110010101110010,fail,000111000100011000101011011100101101100110010101110010
10011100010001100010101101110010111001,ok,
100011000100011100101011100000111000010111001001110100011011010111001010110111001110100,ok,
1101110101000110001010111000001110000101110010011101000110110100110010101101110011101000110000101101100,ok,
00001101010001100010101110000011100001011100100111010001101101001100101011011100111010001110011,fail,00101101010001100010101110000011100001011100100111010001101101001100101011010000111010001110011
1101110101000111001010111000001110000101110010011101000111010100111001001100101,fail,1101110101100111001010111000001110000101110010011101000111010100110001011100101
010011010100011100101011100000111001010110111001100100,fail,010011010100011100101011100000111001010110111001100100
010111010100011100101011100000111001010110111001100100011001010111011100110001101100101,ok,
0000110101000111001010111000001110010101101110011001000110010101110111001110100,ok,
1001110001000111001010111000001110010101101110011001000110100100110111001100111,ok,
01001100010001100010101110000010100101011011100110010001110011,ok,
010011000100011000101011100000111011000110111101111001011011010111001010110111001110100,fail,010011000100011000101011100000111011000110111101111001011011010111001010110111001110100
10001101010001100010101110000010101111011100110110100101110100,fail,10001101010001100010101110000010101111011100110110100101110100
00001101010001100010101110000010101111011100110110100101110100011110011,ok,
1001110001000110001010111000001110111101110100,ok,
100111010100011100101011100000111100100110010101110011011100110111010010110111101101110,ok,
00001100010001100010101110000011110100,fail,00001110010001100010101111001011110100
0100110101000110001010111000001011010001101000,ok,
110111000100011100101011100000111101010111010001111001,fail,110111000110010100101011100000111101010101011001111001
00011100010001100010101110010,fail,00011100010001100010101110010
1000110001000111001010111001001110001001111001,ok,
1000110001000111001010111001001010010101101011,ok,
11001101010001100010101110010011101001011101100110010101100100,ok,
10001101010001110010101110011,ok,
010011000100011100101011100110111000110110010101101110011001000011010010110111001100111,fail,010011000100011100101011100111111000110110010111001110011001000011010010110111001100111
11001101010001110010101110011010100011011100100110100101100010001100101,fail,11000101010001110000111110011010100011011100100110100101100010001100101
1001110001000111001010111001101010001101110010011010010110001001110010101100100,fail,1001110001000110001010111001101011001101110010011110010110001001110010101100100
0100110001000111001010111001101010001101110010011010010110001001110010101110011,ok,
100011000100011000101011100110101000110111001001101001011000100011010010110111001100111,ok,
11011100010001100010101110011010100011011100100110100101110000011110100011010010110111101101110,fail,11011100010001100010101110011010100011011100100110100101110000011110100011010010110111101101110
0101110001000110001010111001101110001101110010011010010111000000111010001101001011011110110111001110011,fail,0101110001000110001010111001101110001101110010011010010111000000111010001101001011011110110111001110011
000111000100011000101011100110111001010111001001110100,ok,
01001100010001110010101110011010100101011100100111011001100101,fail,01000100010001110010101111011000100101011100100111011001100101
110111010100011100101011100110111010010110011101101110,fail,110111010100011100101011100110111010010110011101101110
010011000100011100101011100110101010010110011101101110011000010111101000110010101100100,fail,010011000100011100101011100110101010010110011101101110011000010111101000110010101100100
01001101010001110010101110011010101001011001110110111001100001011110100011010010110111101101110,fail,01001101010001110010101110011010101001011001110110111001100001011110100011010010110111101101110
01001101010001110010101110011011101001011001110110111001100101011100100,fail,01001101010001110010101110011011101001011001110110111001100101011100100
01001101010001110010101110011011101001011001110110111001100101001110010,fail,01001101010001110010101110011011101001011001110110111001100101001110010
1100110001000111001010111001101110100101100111011011100110010101111001001110011,fail,1100110001000111001010111001100110100001100111011011100100010101111001001110011
0000110001000111001010111001101110100101100111011011100110100100110111001100111,ok,
11011100010001100010101110011010101001011001110110111001110011,ok,
0001110101000110001010111001101110100101110010011000010110001000110110001100101,ok,
110111000100011000101011100110111010010111001001100101,ok,
01001101010001110010101110011010101001011100100110010101100100,fail,01001101010001110010101110011010101001011100100110010101100100
11011100010001100010101110011010101011,ok,
01011101010001110010101110011011101011011101000110111101110000,fail,01011101010001110010101110011011101011011101000110111101110000
11011101010001110010101110011011101011011101000110111101110000011110011,fail,11011101010001110010101110011011101011011101000110111101110000011110011
1100110101000111001010111001101111000001100101011100100110000100111010001100101,fail,1100111101000111001010111001101111000001100101011100100110000100111010000100111
10011100010001100010101110011010110000011010010111010001100101,ok,
11001100010001110010101110011011110100011010010110111001100001011110100011010010110111101101110,ok,
0100110001000111001010111001101011010001101001011011100110000100111010001101001011011110110111001110011,ok,
00001101010001100010101110011011110100011010010110111001111001,ok,
00011101010001110010101110011010110100011100100110111101111001,ok,
1100110001000111001010111001101011010001110010011011110111100101110010101100100,fail,11001100010001110010101110011110110100011100100110111101111001011100101001001000
01011101010001100010101110011010110100011100100111010101100011011110100011010010110111101101110,ok,
100011010100011100101011101000101000010110100101101100,ok,
00011101010001110010101110100010100001011010010110110001100101011100100,fail,00011101010001110010101100100010100001011000010111110001100101011100100
10001100010001100010101110100011100001011010010110110001110011,ok,
010011010100011100101011101000111001010110001101110100,ok,
11011101010001110010101110100011100101011000110111010001100101011100100,fail,11011101010001110010101110100011100101011000110111010001100101011100100
1000110001000111001010111010001110010101100011011101000110100101110111101101110,fail,1000110001000111001010111010001110010101100011011101000110100101110111101101110
0001110101000111001010111010001110010101100011011101000110100101111011001100101,fail,0001110101000111001010111010001110010101100011011101000110100101111011001100101
10001101010001110010101110100011100101011000110111010001101111001110010,ok,
110111010100011000101011101000111001010111001001101101011010010111011100110000101110100011010010110111101101110,fail,110011010100011000101011101000111001010111001001100101111010010111011100110000101110100011010010110111101101110
0000110101000110001010111010001010010101110010011011010110100101110111001100101,ok,
010111010100011100101011101000101001010111001001101101011010010011011100110010101100100,fail,010111010100011100101011101000101001010111001001101101011010010011011100110010101100100
100011010100011100101011101000101001010111001001101101011010010011011100110010101110011,fail,100011010100011100101011101000101001010111001001101101011010010011011100110010101110011
01001100010001100010101110100010100101011100100110110101101001011101110011010010110111001100111,fail,01001100010001100010101110100010100101011100100110110101101001011101110011010010110111001100111
00011101010001110010101110100011110010011011110110100101110100,fail,00011111010001110010101110100011110010011011110111101101110100
01011100010001110010101110101011110100011100110110001101101000,ok,
11011100010001110010101110101011110100011100110110001101101000001100101,ok,
01001100010001110010101110101011110100011100110110001101101000011101100011000010110111001100100,fail,01001110010001110010101110101011110100011100110110001100101000111101100011000010110111001100100
11011101010001110010101110110,fail,11011101010001110010101110110
1001110001000110001010111011001110010101101100,fail,0001110000000111001010111001001110010101101100
11001101010001110010101110110010100101011011000110111101110000,fail,11001101010001110010101110110010100101011011000110111101110000
0001110001000111001010111011001010010101101100011011110111000001110010101100100,fail,0001110001000111001010111011001010010101101100011011110111000001110010101100100
0001110101000111001010111011001010010101101100011011110111000000110010101110010,fail,0001110101000111001010111011001010010101101100011011110111000000110010101110010
100111010100011000101011101100101001010110110001101111011100000111001010111001001110011,ok,
000011000100011000101011101100101001010110110001101111011100000011010010110111001100111,fail,000011000100011000101011101100101001010110110001101111011100000011010010110111001100111
01011101010001100010101110110010100101011011000110111101110000001101101011001010110111001110100,ok,
000011010100011000101011101100111001010110110001101111011100000111011010110010101101110011101000110000101101100,fail,000011010100011000101011101100111001010110110001101111011100000111011010110010101101110011101000110000101101100
1101110101000110001010111011001110010101101100011011110111000001110110101100101011011100111010001110011,fail,1101010101000110001010111011001110010101111100111011110111000001110110101100101011011100111010001110011
01001101010001110010101110110010100101011011000110111101110000011110011,fail,01011101010001110010101110110010100101011111010110111101110000011110011
11011101010001110010101110110011101001011000010110111001110100,ok,
1101110001000110001010111011001010100101100001011101000110100101110111101101110,fail,1101110001000110001010111011001010100101100001011101000110100101110111101101110
100111000100011000101011101100111010010110001101100101,ok,
10011101010001110010101110110010101001011000110110010101110011,ok,
0100110001000110001010111011001110100101101100,ok,
0101110101000110001010111011001010111101101110,ok,
00011101010001110010101110110010101111011101000110010101100100,ok,
110111010100011000110,ok,
010011010100011100111,ok,
010011010100011101000,fail,010011010100011101000
110111010100011001001,ok,
00001100010001100100101100001010100010011001010111010001100101011110011,fail,00001101010001100100101100001010100000011001110111010001100101011110011
1100110101000111010010110000101010011101101110011011110111001101110100101110011,fail,1100110101000111010010110000101010011101101110011011110111001101110100101110011
100111000100011101001011000010101001110110111001101111011100110011101000110100101100011,ok,
10011101010001100100101100001010100111011100100110000101101101,fail,100111010100011001011011000110101001110111001001100001111011010
00011100010001100100101100001011101100,fail,00011100010001100100101100001011101100
110111000100011101001011000010101011000110111101100111,fail,110111000100011101001011000010101011000110111101100111
11011101010001100100101100001011101100011011110110011101110101001100101,ok,
11001100010001100100101100001010101101011001010111010001100101001110010,ok,
10001101010001100100101100001010101101011011110110111001100100,ok,
00001101010001100100101100001010101101011011110110111001100100011110011,ok,
0101110101000110010010110000101110111001100001,ok,
0100110001000110010010110000101010111001100101,ok,
0100110101000110010010110000101011001001111001,fail,1100110101011110010010110000101011001001111001
10011101010001110100101100011011100101,ok,
11011101010001110100101100011010101011,ok,
0001110101000111010010110001101010101101100101,ok,
1101110001000111010010110001101110101101110011,ok,
1000110001000110010010110001101111010001101001011011110110111000110000101110010011010010110010101110011,fail,1100110001000110010010110001101111010001101001011011011110111000110000101110010011010010110010101110011
010011000100011101001011000110101101000110100101101111011011100011000010111001001111001,ok,
11001101010001110100101100100,fail,11001101010001110100101100100
01011100010001100100101100101,fail,01011100010001100100101100101
00011101010001110100101100101010100100,ok,
0100110101000111010010110010101010011101101111,ok,
10001101010001110100101100101010110011,fail,10001101010001110100101100101010110011
000111010100011101001011001010101100110110010101101100,fail,000111010100011101001011001010101100110110010101101100
01011101010001110100101100101011110100,ok,
