original,result,corrected
10001101000101100111001100100010110010011001010111011101110011,fail,10001101000101100111001100100010110010011001010111011101110011
01011100000101110111001100100010111001,fail,01011000000101110010001100100010111001
0001110000010111011100110011101110010101101100,ok,
110011000001011001110011001110101001010110110001100001,ok,
11011101000101100111001100111010100101011011000110010101110011,fail,11011101000101100111001100111010100101011011000110010101110011
000111000001011001110011001110101001010110110001110011,fail,000111000001011001110011001110101001010110110001110011
0001110000010111011100110011101110010101110010,fail,0000110000010111011100110011101110010100110110
0001110000010111011100110011101110110001100101,fail,0001110000010111011100110011101110110001100101
100111000001011001110011001110101011110110110001100001,fail,000111011001011001110011001110101011110110110001100001
1000110100010111011100110011101011001001111001,ok,
100111000001011001110011010010111011010110000101101100,fail,1001110010010110011100110100101110110101100001011011010
10011101000101110111001101001010101101011000010110110001110011,ok,
10001100000101100111001101001011101101011000010111010001100101011100100,fail,10001100000101100111001101001111101111011000010111010001101101011100100
1101110100010110011100110100101110110101100001011101000110100101110111101101110,fail,11011101000101100111001101001011101101001000010111010001101001011111111011011100
1101110100010110011100110100101010110101100101,fail,1101110100010110011100110100101010110101100101
10001101000101100111001101110,ok,
10001100000101110111001101110010100001,ok,
10011100000101110111001101110011100101,fail,10111100000101110110000101110011100101
1001110000010111011100110111001110010101111000,ok,
1000110000010111011100110111001110100101100101,ok,
10011101000101100111001101110010101001011101100110010101110010011110011011000010111001001111001,fail,10011101000101100111001101110010101001011101100110010101110010011110011011000010111001001111001
1100110100010110011100110111001010111101110100011000010111010001110010101100100,fail,1100110100010110011100110111001010111101110100011000010111010001110010101100100
110011000001011101110011011100101011110111010001100001011101000111010010110111101101110,ok,
01001101000101100111001101110011101111011101010110111001100011001100101,fail,01001101000101100111001101110011101111011101010110111001100011001100101
0001110000010110011100110111001110111101110101011011100110001101110010101100100,ok,
1101110100010111011100110111001110111101110101011011100110001100110010101101101011001010110111001110100,ok,
010111000001011101110011011100101011110111010101101110011000110111001010110110101100101011011100111010001110011,fail,010111000001011101110011011100101011110111010101101110011000110111001010110110101100101011011100111010001110011
1100110000010110011100110111001110111101110101011011100110001101110010101110011,fail,1100100000010110011100110111001110111101010101111011100110001101110010101110011
10011100000101100111001101110011101111011110010110100101101110011100111,ok,
010111010001011101110011011100111101010110000101101100,fail,010111010001011101110011011100111101010110000101101100
11001101000101110111001101110011110101011000010110110001101100011111001,fail,11001101000101110111001101110011110101011000010110110001101100011111001
0000110100010111011100110111101010111001111001011011010110111100111010101110011,fail,00001101000101110111001101111010101110011110010110110101111111001110101011110110
11001100000101100111001101111010110100011010000110010101110010,fail,11000100000101100111001001110010110100011010000110010101110010
010011000001011101110011100110111101110110010101110010,ok,
11011100000101110111001110011011110111011001010111001001100101011100100,fail,110111000001011101110011100110111101110110010101110010011101010111101000
1001110100010111011100111001101111011101100101011100100110100100110111001100111,ok,
01001101000101100111001110011010110111011001010111001001110011,fail,01001101000101100111001110011000110111011001110110001001110011
01011100000101110111001110100,ok,
110011010001011101110011101000101000010111001001100011011101000111010010110001101100001,fail,110011010001011101110111101000101000010111001001100011011101000111011010110001101110001
10011101000101100111001110100010100101011011100110111001100001,fail,10011101000101100111001110100010100101011011100110111001100001
11001100000101100111001110100010101000011011110110111001111001,fail,11001100000101100111001110100010101000011011110110111001111001
1001110100010110011100111010001010100001110010011011110111000000110111101101100011011110110011101111001,fail,1001110100010110011100111010001010100001110010011011110111000000110111101101100011011110110011101111001
10011101000101100111001110100011101001,ok,
100011010001011001110011101000111010010110001001101111011001000111010010110010101110011,fail,1000110100011110011100111010001110100101100010011011110110010001110100101100101011000110
01001101000101110111001110100011101001011000100110111101100100011111001,ok,
01011101000101100111001110100010101001011000110110100101110000001100001011101000110010101100100,fail,01011101000101100111001110100010101001011000110110100101110000001100001011101000110010101100100
10011101000101100111001110100010101001011001110111010101100001,fail,10011101000101100111001110100010101001011001110111010101100001
01001101000101110111001110100010101001011100010111010101100101,ok,
11001101000101110111001110100010101001011100010111010101100101011110011,fail,10001101100101100111001110100010001001011100010111010101110101011110011
0101110100010110011100111010001010100101110110011010010111001000111010101110011,fail,0101110100010110011100111010001010100101110110011010010111001000111010101110011
01011100000101100111001110100010101111011011100110100101101111,ok,
01011100000101110111001111000010101001011001010111010001111001,ok,
01001101000101100111001111001,fail,01001101000101100111001111001
11011101000101110111001111001010100010011011110110010001111001,ok,
10011100000101110111001111001010101101011011110111001001100101,ok,
000011010001011101110011110010101011110110111001100101,ok,
00001100000101100111001111001011110100011010000110100101101110011100111,ok,
10011100000101100111001111001010110100011010010110110101100101,fail,10011100000101100111001111001010110100011010010110110101100101
000011010001011001110011110010111101110110000101111001,fail,000111010001011001110011010000111101110110000101111001
11011101000101110111001111001010110111011010000110010101110010001100101,fail,110111010001011101010011111010101101110110100001100101011100101011001000
00001100000101100111101101100,ok,
110111010001011110000,ok,
100011010001011110000011000010101000110110100001100101,ok,
1100110000010111100000110000101111001001110100,ok,
1000110000010110100000110000101011001001110100011011010110010101110111001110100,fail,1000110000010110100000110000101011001001110100011011010110010101110111001110100
000011000001011110000011000010101100100111010001101101011001010011011100111010001110011,ok,
11011100000101111000001101001,ok,
0001110000010111100000110111001110100101100011,ok,
